,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
3936,Fukushima,"16 November ,2011",Fukushima,Shinchi Town,"12 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4049,Iwate,"18 November ,2011",Iwate,"Offshore
Hirono Town","15 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4066,Kyoto,"21 June, 2011",Kyoto,Offshore Tango,"15 June, 2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
4120,Fukushima,"24 November ,2011",Fukushima,Iwaki City,"21 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4221,Hokkaido,"24 November ,2011",Hokkaido,"Offshore
Rausu Town","14 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
4223,Hokkaido,"24 November ,2011",Hokkaido,"Offshore
Rausu Town","17 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
4230,Hokkaido,"24 November ,2011",Hokkaido,"Offshore
Hakodate City","18 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
4242,Miyagi,"24 November ,2011",Miyagi,"Offshore southern
Sanriku Region","15 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4283,Iwate,"25 November ,2011",Iwate,"Offshore
Kuji City","21 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4284,Iwate,"25 November ,2011",Iwate,"Offshore
Iwaizumi Town","19 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4415,Hokkaido,"30 November ,2011",Hokkaido,"Offshore
Rausu Town","23 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4434,Hokkaido,"1 December,2011",Hokkaido,"Offshore
Hakodate City","26 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
4475,Iwate,"2 December,2011",Iwate,"Offshore
Miyako City","28 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4476,Iwate,"2 December,2011",Iwate,"Offshore
Miyako City","29 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4576,Hokkaido,"7 December,2011",Hokkaido,"Offshore
Rausu Town","1 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
4604,Miyagi,"7 December,2011",Miyagi,"Offshore southern
Sanriku Region","28 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4642,Iwate,"9 December,2011",Iwate,"Offshore
Miyako City","7 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4643,Iwate,"9 December,2011",Iwate,"Offshore
Miyako City","8 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4747,Hokkaido,"12 December,2011",Hokkaido,"Offshore
Rausu Town","7 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
4766,Hokkaido,"15 December,2011",Hokkaido,"Offshore
Hakodate City","9 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
4777,Miyagi,"15 December,2011",Miyagi,"Offshore southern
Sanriku Region","6 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4827,Iwate,"16 December,2011",Iwate,"Offshore
Miyako City","12 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4828,Iwate,"16 December,2011",Iwate,"Offshore
Miyako City","13 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4864,Ibaraki,"20 December,2011",Ibaraki,"Offshore
Kashima City","12 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4955,Miyagi,"21 December,2011",Miyagi,"Offshore southern
Sanriku Region","12 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",,0.52,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.52,ND,s,m,
4965,Japan Squid Fisheries Association,"20 December,2011",Iwate (Landing port) Hachinohe Fishing Port in Aomori,Offshore Kita-yamazaki (N39¡58_E142¡13),"13 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4972,Aomori,"20 December,2011",Aomori,Offshore Higashi-dori Village,"14 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4986,Iwate,"22 December,2011",Iwate,"Offshore
Kamaishi City","13 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,ND,ND,s,m,
4999,Iwate,"22 December,2011",Iwate,"Offshore
Kuji City","19 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5000,Iwate,"22 December,2011",Iwate,"Offshore
Iwaizumi Town","19 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5001,Iwate,"22 December,2011",Iwate,Offshore Rikuzen-takata City,"19 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5002,Iwate,"22 December,2011",Iwate,"Offshore
Miyako City","19 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5055,Hokkaido,"26 December,2011",Hokkaido,"Offshore
Hakodate City","20 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
5082,Japan Coastal Squid Fisheries Association,"27 December,2011",Aomori,"Offshore
Shiranuka,
Higashi-dori","20 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5158,Ibaraki,"28 December,2011",Ibaraki,"Offshore
Kita-ibaraki City","20 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5179,Miyagi,"28 December,2011",Miyagi,"Offshore southern
Sanriku Region","20 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5255,Iwate,"13 January,2012",Iwate,"Offshore
Iwaizumi Town","9 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5256,Iwate,"13 January,2012",Iwate,"Offshore
Yamada Town","10 December,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5424,Miyagi,"18 January,2012",Miyagi,"Offshore southern
Sanriku Region","9 January,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
5428,Miyagi,"18 January,2012",Miyagi,"Offshore southern
Sanriku Region","9 January,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
5467,Iwate,"20 January,2012",Iwate,"Offshore
Ofunato City","16 January,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5573,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5643,Miyagi,"25 January,2012",Miyagi,"Offshore nouthern
Sanriku Region","16 January,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
5664,Kanagawa,"26 January,2012",Kanagawa,"Manazuru Town
(Manazuru Port)","23 January,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
5931,Ibaraki,"3 February,2012",Ibaraki,"Offshore
Hitachi City","1 February,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
5932,Ibaraki,"3 February,2012",Ibaraki,"Offshore
Hitachinaka City","31 January,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
6291,Miyagi,"15 February,2012",Miyagi,"Offshore southern
Sanriku Region","6 February,2012",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
546,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",,49,Not detectable,,Japan Chemical Analysis  Center,49,ND,s,m,
586,Miyagi,"14 June, 2011",Miyagi,Offshore Utatsu,"9 June, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
628,Fukushima,"16 June, 2011",Fukushima,Iwaki City,"13 June, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",,4.8,Not detectable,,Japan Chemical Analysis  Center,4.8,ND,s,m,
796,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1056,Aomori,"14 July, 2011",Aomori,offshore Misawa,"12 July, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Institute for Environmental Sciences,ND,ND,s,m,
1065,Kyoto,"14 July, 2011",Kyoto,Offshore Tango,"13 July, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
1168,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1235,Hokkaido,"29 July, 2011",Hokkaido,"Offshore
Urakawa Town","22 July, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
1237,"Federation of
North Pacific
District Purse
Seine Fisheries
Co-operative
Associations of
Japan","29 July, 2011",Aomori (Landing port) Hachinohe Fishing Port in Aomori,"30km  east offshore Hachinohe
(N40¡33_E141¡57)","26 July, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1247,Iwate,"2 August, 2011",Iwate,"Offshore
Kamaishi City","28 July, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences and Public Health of Iwate Prefecture,ND,ND,s,m,
1339,Kyoto,"4 August, 2011",Kyoto,Offshore Tango,"27 July, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
1340,Hokkaido,"5 August, 2011",Hokkaido,"Offshore
Hakodate City","1 August, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
1350,Aomori,"5 August, 2011",Aomori,Offshore Misawa,"1 August, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1427,Miyagi,"10 August, 2011",Miyagi,"Offshore
Ishinomaki","5 August, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
1552,Fukushima,"24 August, 2011",Fukushima,Iwaki City,"22 August, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1583,Fukushima,"24 August, 2011",Fukushima,Minami-soma City,"22 August, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1686,Fukushima,"31 August, 2011",Fukushima,Soma City,"29 August, 2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1793,Fukushima,"7 September,2011",Fukushima,Soma City,"5 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1794,Fukushima,"7 September,2011",Fukushima,Minami-soma City,"5 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1830,Iwate,"9 September,2011",Iwate,"Offshore
Kuji city","6 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
1831,Iwate,"9 September,2011",Iwate,"Offshore
Kuji city","6 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
1875,Ibaraki,"13 September,2011",Ibaraki,"Offshore
Hitachi City","8 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1876,Ibaraki,"13 September,2011",Ibaraki,"Offshore Hitachi-naka City and
Oarai Town","8 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1984,Fukushima,"14 September,2011",Fukusima,Minami-soma City,"10 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2047,Hokkaido,"16 September,2011",Hokkaido,"Offshore
Hakodate City","11 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2058,Iwate,"16 September,2011",Iwate,"Offshore
Miyako City","12 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2059,Iwate,"16 September,2011",Iwate,"Offshore
Fudai Village","13 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2074,Hokkaido,"20 September,2011",Hokkaido,"Offshore
Kushiro City","12 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2103,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2152,Fukushima,"21 September,2011",Fukusima,Minami-soma City,"15 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2153,Fukushima,"21 September,2011",Fukusima,Minami-soma City,"15 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2173,Miyagi,"21 September,2011",Miyagi,Offshore Miyagi,"14 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2174,Miyagi,"21 September,2011",Miyagi,Offshore Miyagi,"14 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2215,Iwate,"26 September,2011",Iwate,"Offshore
Fudai Village","20 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2315,Fukushima,"28 September,2011",Fukusima,Minami-soma City,"24 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2331,Ibaraki,"28 September,2011",Ibaraki,"Offshore
Hokota City","24 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
2335,Hokkaido,"28 September,2011",Hokkaido,"Offshore
Hakodate City","19 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2389,Hokkaido,"30 September,2011",Hokkaido,"Offshore
Hakodate City","26 September,2011",_____,"Japanese flying squid
(Todarodes pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
1629,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"29 August, 2011",Aomori (Landing port) Hachinohe Fishing Port in Aomori,30 km offshore Hachinohe (N40o31' E142o00),"24 August, 2011",_________,Japanese flying squid (Todarodes pacificus)__Liver part),Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1515,National Offshore Tuna Fisheries Association of Japan,8/22/11,Iwate,Offshore Miyako City,8/18/11,_________,Japanese flying squid (Todarodes pacificus) (muscle),Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1628,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"29 August, 2011",Aomori (Landing port) Hachinohe Fishing Port in Aomori,30 km offshore Hachinohe (N40o31' E142o00),"24 August, 2011",_____(___,Japanese flying squid (Todarodes pacificus)__Muscle part),Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1514,National Offshore Tuna Fisheries Association of Japan,8/22/11,Iwate,Offshore Miyako City,8/18/11,_____(___,Japanese flying squid (Todarodes pacificus) (muscle),Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
6485,Niigata,"17 February,2012",Niigata,Ryotsu Port,"14 February,2012",__________,Japanese flying squid (Todarodes  pacificus) (Edible part),Not detectable,,Not detectable,,"Environmental Science Research
Niigata",ND,ND,s,m,
2837,Aomori,"18 October,2011",Aomori,Offshore Misawa,"12 October,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3518,Iwate,"4 November ,2011",Iwate,"Offshore
Kuji City","31 October,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3550,Aomori,"7 November ,2011",Aomori,Offshore Taneichi,"31 October,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3780,Iwate,"11 November ,2011",Iwate,"Offshore
Miyako City","8 November ,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4050,Iwate,"18 November ,2011",Iwate,"Offshore
Hirono Town","15 November ,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4285,Iwate,"25 November ,2011",Iwate,"Offshore
Iwaizumi Town","18 November ,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4477,Iwate,"2 December,2011",Iwate,"Offshore
Miyako City","29 November ,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4510,Aomori,"6 December,2011",Aomori,Offshore Misawa,"29 November ,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4644,Iwate,"9 December,2011",Iwate,"Offshore
Miyako City","8 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4829,Iwate,"16 December,2011",Iwate,"Offshore
Miyako City","13 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4966,Japan Squid Fisheries Association,"20 December,2011",Iwate (Landing port) Hachinohe Fishing Port in Aomori,Offshore Kita-yamazaki (N39¡58_E142¡13),"13 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4973,Aomori,"20 December,2011",Aomori,Offshore Higashi-dori Village,"14 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5003,Iwate,"22 December,2011",Iwate,"Offshore
Miyako City","19 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5083,Japan Coastal Squid Fisheries Association,"27 December,2011",Aomori,"Offshore
Shiranuka,
Higashi-dori","20 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5257,Iwate,"13 January,2012",Iwate,"Offshore
Yamada Town","10 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4660,Japan Coastal Squid Fisheries Association,"13 December,2011",Aomori,Offshore Misawa,"7 December,2011",_________,"Japanese flying squid
(Todarodes  pacificus)
(Liver part)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
1832,Iwate,"9 September,2011",Iwate,"Offshore
Kuji city","6 September,2011",_________,"Japanese flying squid
(Todarodes pacificus)
(Liver part)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
1836,Japan Squid Fisheries Association,"6 September,2011",(Landing port) Hakodate Fishing Port in Hokkaido,Offshore Urakawa Town (N42¡03_E142¡46),"18 August, 2011",_________,"Japanese flying squid
(Todarodes pacificus)
(Liver part)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
2060,Iwate,"16 September,2011",Iwate,"Offshore
Fudai Village","13 September,2011",_________,"Japanese flying squid
(Todarodes pacificus)
(Liver part)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2216,Iwate,"26 September,2011",Iwate,"Offshore
Fudai Village","20 September,2011",_________,"Japanese flying squid
(Todarodes pacificus)
(Liver part)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
2382,Iwate,"30 September,2011",Iwate,"Offshore
Kuji City","27 September,2011",_________,"Japanese flying squid
(Todarodes pacificus)
(Liver part)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,s,m,
1445,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"12 August, 2011",Aomori (Landing port) Hachinohe Fishing Port in Aomori,"30 km offshore Misawa
(N40¡49ÕE141¡45)","7 August, 2011",_________,"Japanese flying squid
(Todarodes pacificus)
(liver)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
2622,Aomori,"11 October,2011",Aomori,"Offshore
Hachinohe","4 October,2011",_________,Japanese flying squid (Todarodes  pacificus) (Muscle part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2836,Aomori,"18 October,2011",Aomori,Offshore Misawa,"12 October,2011",_________,Japanese flying squid (Todarodes  pacificus) (Muscle part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3024,Iwate,"21 October,2011",Iwate,"Offshore
Kuji City","17 October,2011",_________,Japanese flying squid (Todarodes  pacificus) (Muscle part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3549,Aomori,"7 November ,2011",Aomori,Offshore Taneichi,"31 October,2011",_________,Japanese flying squid (Todarodes  pacificus) (Muscle part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4509,Aomori,"6 December,2011",Aomori,Offshore Misawa,"29 November ,2011",_________,Japanese flying squid (Todarodes  pacificus) (Muscle part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4659,Japan Coastal Squid Fisheries Association,"13 December,2011",Aomori,Offshore Misawa,"7 December,2011",_________,Japanese flying squid (Todarodes  pacificus) (Muscle part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
1712,Chiba,"1 September,2011",Chiba,"Choshi
Fishing Port","28 August, 2011",_________,"Japanese flying squid
(Todarodes pacificus)
(Muscle part)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
