"Results of the inspection on radioactive materials in fisheries products (press releases in March,2011_September,  2011)",,,,,,,,,,,,,,,,,
"Note: This data sheet is a compilation of individual  test results shown in the corresponding press releases, (in Japanese) by prefectural governments, available  at the website each prefecture or  _",,,,,,,,,,,,,,,,,
http://www.jfa.maff.go.jp/j/kakou/kensa/index.html,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
7037,Ibaraki,"2 March,2012",Ibaraki,"Offshore
Hitachi City","27 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",,35,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",35,ND,s,f,
7137,Fukushima,"7 March,2012",Fukushima,Iwaki City,"27 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",,220,Not detectable,,"Fukushima Agricultural Technology
Centre",220,ND,s,f,
7138,Fukushima,"7 March,2012",Fukushima,Iwaki City,"27 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",,216,Not detectable,,"Fukushima Agricultural Technology
Centre",216,ND,s,f,
7139,Fukushima,"7 March,2012",Fukushima,Iwaki City,"27 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",,70,Not detectable,,"Fukushima Agricultural Technology
Centre",70,ND,s,f,
7140,Fukushima,"7 March,2012",Fukushima,Iwaki City,"2 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,12,Not detectable,,"Fukushima Agricultural Technology
Centre",12,ND,s,f,
7141,Fukushima,"7 March,2012",Fukushima,Iwaki City,"4 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,121,Not detectable,,"Fukushima Agricultural Technology
Centre",121,ND,s,f,
7142,Fukushima,"7 March,2012",Fukushima,Iwaki City,"5 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,68,Not detectable,,"Fukushima Agricultural Technology
Centre",68,ND,s,f,
7143,Fukushima,"7 March,2012",Fukushima,Iwaki City,"5 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,81,Not detectable,,"Fukushima Agricultural Technology
Centre",81,ND,s,f,
7193,Fukushima,"7 March,2012",Fukushima,Tomioka Town,"29 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",,43,Not detectable,,"Fukushima Agricultural Technology
Centre",43,ND,s,f,
7194,Fukushima,"7 March,2012",Fukushima,Minami-soma City,"29 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",,193,Not detectable,,"Fukushima Agricultural Technology
Centre",193,ND,s,f,
7195,Fukushima,"7 March,2012",Fukushima,Minami-soma City,"29 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",,230,Not detectable,,"Fukushima Agricultural Technology
Centre",230,ND,s,f,
7196,Fukushima,"7 March,2012",Fukushima,Minami-soma City,"2 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,119,Not detectable,,"Fukushima Agricultural Technology
Centre",119,ND,s,f,
7231,Miyagi,"7 March,2012",Miyagi,"Offshore
Miyagi","27 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",2.13,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",2.13,ND,s,f,
7299,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Oarai Town","1 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",12,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",12,ND,s,f,
7300,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Kashima City","28 February,2012",___,"Olive flounder
(Paralichthys olivaceus)",20,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",20,ND,s,f,
7334,Miyagi,"9 March,2012",Miyagi,"Offshore
Kesennuma City","4 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,5.6,Not detectable,,Private inspection facility,5.6,ND,s,f,
7424,Fukushima,"14 March,2012",Fukushima,Shinchi Town,"8 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,48,Not detectable,,"Fukushima Agricultural Technology
Centre",48,ND,s,f,
7425,Fukushima,"14 March,2012",Fukushima,Soma City,"8 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,28,Not detectable,,"Fukushima Agricultural Technology
Centre",28,ND,s,f,
7426,Fukushima,"14 March,2012",Fukushima,Minami-soma City,"8 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,170,Not detectable,,"Fukushima Agricultural Technology
Centre",170,ND,s,f,
7528,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","7 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",41,,Not detectable,,Private inspection facility,41,ND,s,f,
7529,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Hitachi City","7 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,50,Not detectable,,"Japan Frozen Foods Inspection
Corporation",50,ND,s,f,
7530,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Oarai Town","7 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,18,Not detectable,,Private inspection facility,18,ND,s,f,
7531,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Kashima City","6 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,21,Not detectable,,"Japan Frozen Foods Inspection
Corporation",21,ND,s,f,
7633,Ibaraki,"17 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","13 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",42,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",42,ND,s,f,
7634,Ibaraki,"17 March,2012",Ibaraki,"Offshore
Kamisu City","12 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",9,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",9,ND,s,f,
7687,Fukushima,"21 March,2012",Fukushima,Iwaki City,"13 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,94,Not detectable,,"Fukushima Agricultural Technology
Centre",94,ND,s,f,
7688,Fukushima,"21 March,2012",Fukushima,Iwaki City,"14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,132,Not detectable,,"Fukushima Agricultural Technology
Centre",132,ND,s,f,
7689,Fukushima,"21 March,2012",Fukushima,Iwaki City,"14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,71,Not detectable,,"Fukushima Agricultural Technology
Centre",71,ND,s,f,
7690,Fukushima,"21 March,2012",Fukushima,Iwaki City,"14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,69,Not detectable,,"Fukushima Agricultural Technology
Centre",69,ND,s,f,
7691,Fukushima,"21 March,2012",Fukushima,Iwaki City,"14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,101,Not detectable,,"Fukushima Agricultural Technology
Centre",101,ND,s,f,
7692,Fukushima,"21 March,2012",Fukushima,Iwaki City,"14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,60,Not detectable,,"Fukushima Agricultural Technology
Centre",60,ND,s,f,
7740,Fukushima,"21 March,2012",Fukushima,Soma City,"14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,67,Not detectable,,"Fukushima Agricultural Technology
Centre",67,ND,s,f,
7741,Fukushima,"21 March,2012",Fukushima,Hirono Town,"15 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,70,Not detectable,,"Fukushima Agricultural Technology
Centre",70,ND,s,f,
7742,Fukushima,"21 March,2012",Fukushima,Hirono Town,"15 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,84,Not detectable,,"Fukushima Agricultural Technology
Centre",84,ND,s,f,
7743,Fukushima,"21 March,2012",Fukushima,Minami-soma City,"15 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,131,Not detectable,,"Fukushima Agricultural Technology
Centre",131,ND,s,f,
7744,Fukushima,"21 March,2012",Fukushima,Soma City,"16 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,134,Not detectable,,"Fukushima Agricultural Technology
Centre",134,ND,s,f,
7825,Miyagi,"21 March,2012",Miyagi,"Offshore
Miyagi","14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",3.6,,Not detectable,,Japan Chemical Analysis Center,3.6,ND,s,f,
7830,Miyagi,"21 March,2012",Miyagi,"Offshore
Miyagi","14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,27,Not detectable,,Japan Chemical Analysis Center,27,ND,s,f,
7921,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","15 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",44,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",44,ND,s,f,
7922,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hitachi City","15 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",27,,Not detectable,,Japan Chemical Analysis Center,27,ND,s,f,
7923,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Oarai Town","14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",19,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",19,ND,s,f,
7924,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hokota City","14 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",23,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",23,ND,s,f,
7925,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hokota City","15 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",19,,Not detectable,,Private inspection facility,19,ND,s,f,
7926,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Kamisu City","13 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",18,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",18,ND,s,f,
8040,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","20 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",34,,Not detectable,,Japan Chemical Analysis Center,34,ND,s,f,
8041,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Hitachinaka City","20 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",37,,Not detectable,,Japan Chemical Analysis Center,37,ND,s,f,
8042,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Oarai Town","20 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",35,,Not detectable,,Japan Chemical Analysis Center,35,ND,s,f,
8043,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Oarai Town","21 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",18,,Not detectable,,Japan Chemical Analysis Center,18,ND,s,f,
8084,Fukushima,"28 March,2012",Fukushima,Iwaki City,"21 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,55,Not detectable,,"Fukushima Agricultural Technology
Centre",55,ND,s,f,
8085,Fukushima,"28 March,2012",Fukushima,Iwaki City,"25 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,70,Not detectable,,"Fukushima Agricultural Technology
Centre",70,ND,s,f,
8086,Fukushima,"28 March,2012",Fukushima,Iwaki City,"25 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,246,Not detectable,,"Fukushima Agricultural Technology
Centre",246,ND,s,f,
8087,Fukushima,"28 March,2012",Fukushima,Iwaki City,"26 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,88,Not detectable,,"Fukushima Agricultural Technology
Centre",88,ND,s,f,
8128,Fukushima,"28 March,2012",Fukushima,Shinchi Town,"22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,s,f,
8129,Fukushima,"28 March,2012",Fukushima,Soma City,"22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,66,Not detectable,,"Fukushima Agricultural Technology
Centre",66,ND,s,f,
8130,Fukushima,"28 March,2012",Fukushima,Soma City,"22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,138,Not detectable,,"Fukushima Agricultural Technology
Centre",138,ND,s,f,
8131,Fukushima,"28 March,2012",Fukushima,Namie Town,"22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,8.7,Not detectable,,"Fukushima Agricultural Technology
Centre",8.7,ND,s,f,
8132,Fukushima,"28 March,2012",Fukushima,Minami-soma City,"22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,45,Not detectable,,"Fukushima Agricultural Technology
Centre",45,ND,s,f,
8133,Fukushima,"28 March,2012",Fukushima,Soma City,"23 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,67,Not detectable,,"Fukushima Agricultural Technology
Centre",67,ND,s,f,
8268,Miyagi,"28 March,2012",Miyagi,"Offshore
Kesennuma City","18 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,3.7,Not detectable,,Private inspection facility,3.7,ND,s,f,
8275,Miyagi,"28 March,2012",Miyagi,"Offshore
Miyagi","19 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,0.76,Not detectable,,Private inspection facility,0.76,ND,s,f,
8290,Miyagi,"28 March,2012",Miyagi,"Offshore
Miyagi","21 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,1.77,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.77,ND,s,f,
8322,Ibaraki,"28 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,137,Not detectable,,Private inspection facility,137,ND,s,f,
8410,Ibaraki,"30 March,2012",Ibaraki,"Offshore
Kamisu City","22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,32,Not detectable,,Japan Chemical Analysis Center,32,ND,s,f,
8426,Miyagi,"30 March,2012",Miyagi,"Offshore
Miyagi","22 March,2012",___,"Olive flounder
(Paralichthys olivaceus)",,14.4,Not detectable,,"Japan Frozen Foods Inspection
Corporation",14.4,ND,s,f,
1333,Niigata,"4 August, 2011",Niigata,Niigata Port,"1 August, 2011",________,"Olive flounder
(Paralichthys olivaceus)
(Edible part)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,s,f,
2352,Niigata,"29 September,2011",Niigata,Niigata Port,"27 September,2011",________,"Olive flounder
(Paralichthys olivaceus)
(Edible part)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,s,f,
1334,Niigata,"4 August, 2011",Niigata,Niigata Port,"1 August, 2011",________,"Olive flounder
(Paralichthys olivaceus)
(Visceral part)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,s,f,
2353,Niigata,"29 September,2011",Niigata,Niigata Port,"27 September,2011",________,"Olive flounder
(Paralichthys olivaceus)
(Visceral part)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,s,f,
6990,Miyagi,"29 February,2012",Miyagi,"Offshore
Pacific Ocean",_,______,"Opah
(Lampris guttatus)",,2.4,Not detectable,,Private inspection facility,2.4,ND,s,f,
8202,Iwate,"27 March,2012",Iwate,"Offshore
Kamaishi City","16 March,2012",____,"Oregon hairy triton
(Fusitriton  oregonensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
1717,Ibaraki,"1 September,2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"31 August, 2011",_____,"Oriental river prawn
(Macrobrachium nipponense)",,88,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",88,ND,f,c,
2734,Ibaraki,"12 October,2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"11 October,2011",_____,"Oriental river prawn
(Macrobrachium nipponense)",,56,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",56,ND,f,c,
6846,Ibaraki,"28 February,2012",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"24 February,2012",_________,"Oriental river prawn(wild)
(Macrobrachium nipponense)",57,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",57,ND,f,c,
6847,Ibaraki,"28 February,2012",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"24 February,2012",_________,"Oriental river prawn(wild)
(Macrobrachium nipponense)",34,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",34,ND,f,c,
7965,Ibaraki,"23 March,2012",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"16 March,2012",_____,"Oriental river prawn(wild)
(Macrobrachium nipponense)",42,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",42,ND,f,c,
7966,Ibaraki,"23 March,2012",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"16 March,2012",_____,"Oriental river prawn(wild)
(Macrobrachium nipponense)",21,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",21,ND,f,c,
1121,Fukushima,"20 July, 2011",Fukushima,"Kawauchi Village
(inland waters)","15 July, 2011",________,"Oriental weather loach
(farmed)
(Misgurnus",,280,Not detectable,,"Fukushima Agricultural Technology
Centre",280,ND,f,f,
3952,Fukushima,"16 November ,2011",Fukushima,"Koriyama City
(inland waters)","2 November ,2011",________,"Oriental weather loach(wild)
(Misgurnus  anguillicaudatus)",,21.6,Not detectable,,"Fukushima Agricultural Technology
Centre",21.6,ND,f,f,
4191,Fukushima,"24 November ,2011",Fukushima,"Sukagawa City
(inland waters)","11 November ,2011",________,"Oriental weather loach(wild)
(Misgurnus  anguillicaudatus)",,52,Not detectable,,"Fukushima Agricultural Technology
Centre",52,ND,f,f,
5849,Fukushima,"1 February,2012",Fukushima,"Shirakawa City
(inland watews)","25 January,2012",________,"Oriental weather loach(wild)
(Misgurnus  anguillicaudatus)",,42,Not detectable,,"Fukushima Agricultural Technology
Centre",42,ND,f,f,
2157,Fukushima,"21 September,2011",Fukusima,Shirakawa City,"15 September,2011",________,"Oriental weather loach(wild)
(Misgurnus anguillicaudatus)",,83,Not detectable,,"Fukushima Agricultural Technology
Centre",83,ND,f,f,
274,Ibaraki,"16 May, 2011",Ibaraki,Hitachinaka City,"12 May, 2011",__________ ___,"Pacific  saury seasoned with sweet rice wine
and dried
(processed)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
1550,Fukushima,"24 August, 2011",Fukushima,Iwaki City,"22 August, 2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",,7.2,Not detectable,,"Fukushima Agricultural Technology
Centre",7.2,ND,s,f,
1657,Fukushima,"31 August, 2011",Fukushima,Iwaki City,"29 August, 2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
1934,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",,21.9,Not detectable,,"Fukushima Agricultural Technology
Centre",21.9,ND,s,f,
2100,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",,11,Not detectable,,"Fukushima Agricultural Technology
Centre",11,ND,s,f,
2232,Ibaraki,"23 September,2011",Ibaraki,"Offshore Hitachi-naka City and
Oarai Town","19 September,2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
2728,Kanagawa,"12 October,2011",Kanagawa,Miura City (Misaki Fishing Port),"5 October,2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
3645,Fukushima,"9 November ,2011",Fukushima,Minami-soma City,"5 November ,2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
3874,Fukushima,"16 November ,2011",Fukushima,Iwaki City,"12 November ,2011",___,"Pacific barrelfish
(Hyperoglyphe japonica)",,13,Not detectable,,"Fukushima Agricultural Technology
Centre",13,ND,s,f,
5568,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",___,"Pacific barrelfish
(Hyperoglyphe japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
7542,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Kamisu City","4 March,2012",___,"Pacific barrelfish
(Hyperoglyphe japonica)",,1.3,Not detectable,,Japan Chemical Analysis Center,1.3,ND,s,f,
3309,Aomori,"31 October,2011",Aomori,"Offshore
Rokkasho Village","24 October,2011",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
3553,Aomori,"7 November ,2011",Aomori,Offshore Misawa,"30 October,2011",_______,Pacific cod (Gadus macrocephalus) (Liver part),,17.6,Not detectable,,Japan Chemical Analysis Center,17.6,ND,s,f,
3789,Aomori,"11 November ,2011",Aomori,"Offshore
Rokkasho Village","6 November ,2011",_______,Pacific cod (Gadus macrocephalus) (Liver part),,17.4,Not detectable,,Japan Chemical Analysis Center,17.4,ND,s,f,
4052,Aomori,"18 November ,2011",Aomori,"Offshore
Rokkasho Village","13 November ,2011",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
4495,Aomori,"5 December,2011",Aomori,Offshore Oirase,"28 November ,2011",_______,Pacific cod (Gadus macrocephalus) (Liver part),,18.8,Not detectable,,Japan Chemical Analysis Center,18.8,ND,s,f,
4664,Aomori,"13 December,2011",Aomori,Offshore Misawa,"6 December,2011",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
4968,Aomori,"20 December,2011",Aomori,Offshore Higashi-dori Village,"14 December,2011",_______,Pacific cod (Gadus macrocephalus) (Liver part),,7.2,Not detectable,,Japan Chemical Analysis Center,7.2,ND,s,f,
5281,Aomori,"13 January,2012",Aomori,"Offshore
Wakinosawa","9 January,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
5283,Aomori,"13 January,2012",Aomori,"Offshore
Hachinohe","9 January,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),3.3,,Not detectable,,Japan Chemical Analysis Center,3.3,ND,s,f,
5448,Aomori,"20 January,2012",Aomori,"Offshore
Rokkasho Village","16 January,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
5891,Aomori (National Federation of Medium Trawlers),"3 February,2012",Aomori,"Offshore Shiriya, Higashi-dori Village","30 January,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
6089,Miyagi,"8 February,2012",Miyagi,Sendai Bay,"10 January,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),,19.4,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",19.4,ND,s,f,
6196,Aomori,"10 February,2012",Aomori,"Offshore Obuchi, Rokkasho Village","5 February,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
6504,Aomori,"21 February,2012",Aomori,"Offshore Wakinosawa, Mutsu City","14 February,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
6643,Miyagi,"22 February,2012",Miyagi,"Offshore
Miyagi","26 January,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),,9.9,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",9.9,ND,s,f,
6818,Aomori,"27 February,2012",Aomori,"Offshore , Takahoko Rokkasho Village","19 February,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
7346,Aomori (National Federation of Medium Trawlers),"6 March,2012",Aomori,"Offshore
Hachinohe","29 February,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),,2.9,Not detectable,,Private inspection facility,2.9,ND,s,f,
7388,Aomori,"13 March,2012",Aomori,"Offshore , Obuchi
Rokkasho Village","5 March,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
7806,Aomori,"21 March,2012",Aomori,"Offshore Ushitaki, Sai Village","14 March,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
7845,Miyagi,"21 March,2012",Miyagi,"Offshore
Watari-arahama","5 March,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),,13.8,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",13.8,ND,s,f,
8222,Aomori,"28 March,2012",Aomori,"Offshore , Obuchi
Rokkasho Village","18 March,2012",_______,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
2839,Aomori,"18 October,2011",Aomori,Offshore Misawa,"11 October,2011",_______,Pacific cod (Gadus macrocephalus) (Muscle part),,43,Not detectable,,Japan Chemical Analysis Center,43,ND,s,f,
3308,Aomori,"31 October,2011",Aomori,"Offshore
Rokkasho Village","24 October,2011",_______,Pacific cod (Gadus macrocephalus) (Muscle part),,12.7,Not detectable,,Japan Chemical Analysis Center,12.7,ND,s,f,
3552,Aomori,"7 November ,2011",Aomori,Offshore Misawa,"30 October,2011",_______,Pacific cod (Gadus macrocephalus) (Muscle part),,85,Not detectable,,Japan Chemical Analysis Center,85,ND,s,f,
3788,Aomori,"11 November ,2011",Aomori,"Offshore
Rokkasho Village","6 November ,2011",_______,Pacific cod (Gadus macrocephalus) (Muscle part),,87,Not detectable,,Japan Chemical Analysis Center,87,ND,s,f,
4494,Aomori,"5 December,2011",Aomori,Offshore Oirase,"28 November ,2011",_______,Pacific cod (Gadus macrocephalus) (Muscle part),,117,Not detectable,,Japan Chemical Analysis Center,117,ND,s,f,
4663,Aomori,"13 December,2011",Aomori,Offshore Misawa,"6 December,2011",_______,Pacific cod (Gadus macrocephalus) (Muscle part),,62,Not detectable,,Japan Chemical Analysis Center,62,ND,s,f,
6091,Miyagi,"8 February,2012",Miyagi,Sendai Bay,"10 January,2012",_______,Pacific cod (Gadus macrocephalus) (Visceral part),,24.7,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",24.7,ND,s,f,
6645,Miyagi,"22 February,2012",Miyagi,"Offshore
Miyagi","26 January,2012",_______,Pacific cod (Gadus macrocephalus) (Visceral part),,10.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",10.6,ND,s,f,
7847,Miyagi,"21 March,2012",Miyagi,"Offshore
Watari-arahama","6 March,2012",_______,Pacific cod (Gadus macrocephalus) (Visceral part),,21.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",21.6,ND,s,f,
7557,Miyagi,"14 March,2012",Miyagi,"Offshore
Miyagi","7 March,2012",_______,Pacific cod (Gadus macrocephalus) juvenile,,0.81,Not detectable,,Japan Chemical Analysis Center,0.81,ND,s,f,
5870,Miyagi,"1 February,2012",Miyagi,"Offshore
Miyagi","25 January,2012",_______,"Pacific cod (ovary)
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
