,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,,,
510,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"7 June, 2011",Chiba (Landing port) Choshi Fishing Port in Chiba,40km offshore Choshi (N35¡45_E141¡20),"2 June, 2011",___,"Chub mackerel
(Scomber japonicus)",56,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",56,ND,pelagic,s,f,2011,2 
519,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"7 June, 2011",Chiba (Landing port) Choshi Fishing Port in Chiba,40km offshore Choshi (N35¡44_E141¡17),"4 June, 2011",___,"Chub mackerel
(Scomber japonicus)",13.7,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",13.7,ND,pelagic,s,f,2011,4 
574,Ibaraki,"10 June, 2011",Ibaraki,"Offshore
Kamisu City","9 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,55,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",55,ND,pelagic,s,f,2011,9 
583,Chiba,"13 June, 2011",Chiba,"Kamogawa
Fishing Port","9 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,4.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",4.6,ND,pelagic,s,f,2011,9 
609,"Chiba
_Federation of
North Pacific
District Purse
Seine Fisheries
Co-operative
Associations of
Japan_","15 June, 2011",Chiba,"30km East offshore Choshi
(N35¡ 45Õ E 141¡
13Õ)","11 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,17.1,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",17.1,ND,pelagic,s,f,2011,11
658,Ibaraki,"17 June, 2011",Ibaraki,"Offshore
Kamisu City","16 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,64,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",64,ND,pelagic,s,f,2011,16
675,Ibaraki,"21 June, 2011",Ibaraki,"Offshore
Kamisu City","18 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,26,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",26,ND,pelagic,s,f,2011,18
676,Ibaraki,"21 June, 2011",Ibaraki,"Offshore
Kamisu City","20 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,62,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",62,ND,pelagic,s,f,2011,20
695,Kanagawa,"22 June, 2011",Kanagawa,Yokosuka City (Sajima Fishing Port),"20 June, 2011",___,"Chub mackerel
(Scomber japonicus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,pelagic,s,f,2011,20
757,Ibaraki,"28 June, 2011",Ibaraki,"Offshore
Kamisu City","27 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,30,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",30,ND,pelagic,s,f,2011,27
815,Fukushima,"29 June, 2011",Fukushima,Soma City,"21 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,96,Not detectable,,"Fukushima Agricultural Technology
Centre",96,ND,pelagic,s,f,2011,21
816,Fukushima,"29 June, 2011",Fukushima,Soma City,"26 June, 2011",___,"Chub mackerel
(Scomber japonicus)",,53,Not detectable,,"Fukushima Agricultural Technology
Centre",53,ND,pelagic,s,f,2011,26
863,Ibaraki,"5 July, 2011",Ibaraki,"Offshore
Hitachinaka city","4 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,110,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",110,ND,pelagic,s,f,2011,4 
926,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"5 July, 2011",(Landing port) Hachinohe Fishing Port in Aomori,18km east offshore Kinka (N38¡17_E141¡47),"2 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,23.2,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",23.2,ND,pelagic,s,f,2011,2 
929,Miyagi,"6 July, 2011",Miyagi,Sendai Bay,"3 July, 2011",___,"Chub mackerel
(Scomber japonicus)",Not detectable,,Not detectable,,Tohoku University,ND,ND,pelagic,s,f,2011,3 
951,Chiba,"11 July, 2011",Chiba,"Kamogawa
Fishing Port","7 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,13.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",13.6,ND,pelagic,s,f,2011,7 
954,Ibaraki,"12 July, 2011",Ibaraki,"Offshore
Kamisu city","11 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,28,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",28,ND,pelagic,s,f,2011,11
1022,Fukushima,"13 July, 2011",Fukushima,Soma City,"7 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,186,Not detectable,,"Fukushima Agricultural Technology
Centre",186,ND,pelagic,s,f,2011,7 
1023,Fukushima,"13 July, 2011",Fukushima,Soma City,"11 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,54,Not detectable,,"Fukushima Agricultural Technology
Centre",54,ND,pelagic,s,f,2011,11
1093,Fukushima,"20 July, 2011",Fukushima,Iwaki City,"15 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,45,Not detectable,,"Fukushima Agricultural Technology
Centre",45,ND,pelagic,s,f,2011,15
1108,Fukushima,"20 July, 2011",Fukushima,Soma City,"15 July, 2011",___,"Chub mackerel
(Scomber japonicus)",,117,Not detectable,,"Fukushima Agricultural Technology
Centre",117,ND,pelagic,s,f,2011,15
1318,Fukushima,"3 August, 2011",Fukushima,Mimami-soma City,"1 August, 2011",___,"Chub mackerel
(Scomber japonicus)",,54,Not detectable,,"Fukushima Agricultural Technology
Centre",54,ND,pelagic,s,f,2011,1 
1446,"Federation of
North Pacific
District Purse
Seine Fisheries
Co-operative
Associations of
Japan","12 August, 2011",Aomori (Landing port) Hachinohe Fishing Port in Aomori,"30 km offshore Misawa
(N40¡49ÕE141¡45)","7 August, 2011",___,"Chub mackerel
(Scomber japonicus)",,20.7,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",20.7,ND,pelagic,s,f,2011,7 
1609,Hokkaido (Hokkaido Purse Seine Fisheries Association),"24 August, 2011",Hokkaido,"PacificOcean, Offshore Hokkaido (N42¡29ÕE144¡20)","20 August, 2011",___,"Chub mackerel
(Scomber japonicus)",,10.8,Not detectable,,Hokkaido Institute of Public Health,10.8,ND,pelagic,s,f,2011,20
2040,Ibaraki,"16 September,2011",Ibaraki,"Offshore
Kita-ibaraki City","14 September,2011",___,"Chub mackerel
(Scomber japonicus)",,24,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",24,ND,pelagic,s,f,2011,14
182,Ibaraki,"27 April, 2011",Ibaraki,"Offshore
Hitachinaka city","26 April, 2011",___,"Red seabream
(Pagrus major)",,7,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",7,ND,demersal,s,f,2011,26
340,Ibaraki,"20 May, 2011",Ibaraki,"Offshore
Kashima City","18 May, 2011",___,"Red seabream
(Pagrus major)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,demersal,s,f,2011,18
442,Ibaraki,"27 May, 2011",Ibaraki,Offshore Kitaibaraki City,"25 May, 2011",___,"Red seabream
(Pagrus major)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,demersal,s,f,2011,25
789,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",___,"Red seabream
(Pagrus major)",,12,Not detectable,,"Fukushima Agricultural Technology
Centre",12,ND,demersal,s,f,2011,27
904,Fukushima,"6 July, 2011",Fukushima,Shinchi Town,"4 July, 2011",___,"Red seabream
(Pagrus major)",,27,Not detectable,,"Fukushima Agricultural Technology
Centre",27,ND,demersal,s,f,2011,4 
1852,Akita,"12 September,2011",Akita,"Offshore Kitaura, Oga City","9 September,2011",___,"Red seabream
(Pagrus major)",Not detectable,,Not detectable,,"Akita Research Center for Public
Health and Environment",ND,ND,demersal,s,f,2011,9 
1978,Fukushima,"14 September,2011",Fukusima,Minami-soma City,"10 September,2011",___,"Red seabream
(Pagrus major)",,34,Not detectable,,"Fukushima Agricultural Technology
Centre",34,ND,demersal,s,f,2011,10
2697,Fukushima,"12 October,2011",Fukushima,Minami-soma City,"6 October,2011",___,"Red seabream
(Pagrus major)",,83,Not detectable,,"Fukushima Agricultural Technology
Centre",83,ND,demersal,s,f,2011,6 
3011,Ibaraki,"20 October,2011",Ibaraki,"Offshore
Hokota city","17 October,2011",___,"Red seabream
(Pagrus major)",,34,Not detectable,,Japan Chemical Analysis Center,34,ND,demersal,s,f,2011,17
3182,Fukushima,"26 October,2011",Fukushima,Minami-soma City,"20 October,2011",___,"Red seabream
(Pagrus major)",,57,Not detectable,,"Fukushima Agricultural Technology
Centre",57,ND,demersal,s,f,2011,20
3638,Fukushima,"9 November ,2011",Fukushima,Minami-soma City,"5 November ,2011",___,"Red seabream
(Pagrus major)",,71,Not detectable,,"Fukushima Agricultural Technology
Centre",71,ND,demersal,s,f,2011,5 
3734,Yamagata,"24 October,2011",Yamagata,"Offshore
Tsuruoka City","20 October,2011",___,"Red seabream
(Pagrus major)",Not detectable,,Not detectable,,"Yamagata Prefectural Institute of Public
Health",ND,ND,demersal,s,f,2011,20
3927,Fukushima,"16 November ,2011",Fukushima,Soma City,"11 November ,2011",___,"Red seabream
(Pagrus major)",,22,Not detectable,,"Fukushima Agricultural Technology
Centre",22,ND,demersal,s,f,2011,11
4449,Ibaraki,"2 December,2011",Ibaraki,"Offshore
Hitachinaka City","27 November ,2011",___,"Red seabream
(Pagrus major)",,19,Not detectable,,Private inspection facility,19,ND,demersal,s,f,2011,27
4800,Ibaraki,"16 December,2011",Ibaraki,"Offshore
Hitachinaka City","11 December,2011",___,"Red seabream
(Pagrus major)",,23,Not detectable,,"Japan Frozen Foods Inspection
Corporation",23,ND,demersal,s,f,2011,11
4875,Ibaraki,"20 December,2011",Ibaraki,"Offshore
Hitachi City","15 December,2011",___,"Red seabream
(Pagrus major)",,28,Not detectable,,"Japan Frozen Foods Inspection
Corporation",28,ND,demersal,s,f,2011,15
5505,Ibaraki,"23 January,2012",Ibaraki,"Offshore
Hitachinaka City","13 January,2012",___,"Red seabream
(Pagrus major)",22,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",22,ND,demersal,s,f,2012,13
5730,Ibaraki,"31 January,2012",Ibaraki,"Offshore
Hitachinaka City","24 January,2012",___,"Red seabream
(Pagrus major)",22,,Not detectable,,Japan Chemical Analysis Center,22,ND,demersal,s,f,2012,24
6168,Ibaraki,"9 February,2012",Ibaraki,"Offshore
Hitachinaka City","3 February,2012",___,"Red seabream
(Pagrus major)",22,,Not detectable,,Private inspection facility,22,ND,demersal,s,f,2012,3 
6254,Ibaraki,"14 February,2012",Ibaraki,"Offshore
Oarai Town","9 February,2012",___,"Red seabream
(Pagrus major)",,21,Not detectable,,"Japan Frozen Foods Inspection
Corporation",21,ND,demersal,s,f,2012,9 
6453,Ibaraki,"17 February,2012",Ibaraki,"Offshore
Hitachinaka City","9 February,2012",___,"Red seabream
(Pagrus major)",,15,Not detectable,,Private inspection facility,15,ND,demersal,s,f,2012,9 
6743,Ibaraki,"24 February,2012",Ibaraki,"Offshore
Kamisu City","19 February,2012",___,"Red seabream
(Pagrus major)",21,,Not detectable,,Private inspection facility,21,ND,demersal,s,f,2012,19
7205,Fukushima,"7 March,2012",Fukushima,Minami-soma City,"29 February,2012",___,"Red seabream
(Pagrus major)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2012,29
7303,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Oarai Town","1 March,2012",___,"Red seabream
(Pagrus major)",20,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",20,ND,demersal,s,f,2012,1 
7304,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Hitachi City","22 February,2012",___,"Red seabream
(Pagrus major)",52,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",52,ND,demersal,s,f,2012,22
7936,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hokota City","15 March,2012",___,"Red seabream
(Pagrus major)",21,,Not detectable,,Private inspection facility,21,ND,demersal,s,f,2012,15
7937,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Kamisu City","13 March,2012",___,"Red seabream
(Pagrus major)",19,,Not detectable,,Japan Chemical Analysis Center,19,ND,demersal,s,f,2012,13
7938,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Kamisu City","15 March,2012",___,"Red seabream
(Pagrus major)",18,,Not detectable,,Private inspection facility,18,ND,demersal,s,f,2012,15
8052,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Oarai Town","20 March,2012",___,"Red seabream
(Pagrus major)",20,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",20,ND,demersal,s,f,2012,20
8324,Ibaraki,"28 March,2012",Ibaraki,"Offshore
Oarai Town","22 March,2012",___,"Red seabream
(Pagrus major)",,39,Not detectable,,Private inspection facility,39,ND,demersal,s,f,2012,22
8413,Ibaraki,"30 March,2012",Ibaraki,"Offshore
Kamisu City","22 March,2012",___,"Red seabream
(Pagrus major)",,32,Not detectable,,Private inspection facility,32,ND,demersal,s,f,2012,22
1244,Niigata,"31 July, 2011",Niigata,Niigata Port,"28 July, 2011",________,"Red seabream
(Edible part)
(Pagrus major)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,demersal,s,f,2011,28
1839,Niigata,"11 September,2011",Niigata,Niigata Port,"9 September,2011",________,"Red seabream
(Edible part)
(Pagrus major)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,demersal,s,f,2011,9 
8414,Ibaraki,"30 March,2012",Ibaraki,"Offshore
Kamisu City","22 March,2012",_______,"Red seabream(Juvenile)
(Pagrus major)",,8,Not detectable,,Private inspection facility,8,ND,demersal,s,f,2012,22
1245,Niigata,"31 July, 2011",Niigata,Niigata Port,"28 July, 2011",________,"Red seabream
(Visceral part)
(Pagrus major)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,demersal,s,f,2011,28
1840,Niigata,"11 September,2011",Niigata,Niigata Port,"9 September,2011",________,"Red seabream
(Visceral part)
(Pagrus major)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,demersal,s,f,2011,9 
2592,Japan Seawater Fishery Cultivation Association,"29 July, 2011",Kumamoto,-,"24 July, 2011",_______,"Red seabream(farmed)
(Pagrus major)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,demersal,s,f,2011,24
2597,Japan Seawater Fishery Cultivation Association,"2 September,2011",Kumamoto,-,"27 August, 2011",_______,"Red seabream(farmed)
(Pagrus major)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,demersal,s,f,2011,27
2603,Japan Seawater Fishery Cultivation Association,"29 September,2011",Kumamoto,-,"19 September,2011",_______,"Red seabream(farmed)
(Pagrus major)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,demersal,s,f,2011,19
4089,Japan Seawater Fishery Cultivation Association,"18 November ,2011",Kumamoto,-,"29 October,2011",_______,"Red seabream(farmed)
(Pagrus major)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,demersal,s,f,2011,29
4255,Kyoto,"17 November ,2011",Kyoto,Offshore Tango,"26 October,2011",_______,"Red seabream(farmed)
(Pagrus major)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2011,26
53,Ibaraki,"_,April, 2011",Ibaraki,"Offshore
Hitachinaka city","5, April, 2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,demersal,s,f,2011,"5,"
58,National Federation of Medium Trawlers,"8,April, 2011",Iwate,Offshore Miyako city and Kuji city,"5, April, 2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,demersal,s,f,2011,"5,"
163,National Federation of Medium Trawlers,"25 April, 2011",Iwate,"Offshore
Miyako City","19 April, 2011",___,"Pacific cod
(Gadus macrocephalus)",,1.5,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",1.5,ND,demersal,s,f,2011,19
181,Ibaraki,"27 April, 2011",Ibaraki,"Offshore
Hitachi City","25 April, 2011",___,"Pacific cod
(Gadus macrocephalus)",,13,,2,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",13,2,demersal,s,f,2011,25
193,National Federation of Medium Trawlers,"28 April, 2011",Iwate,"Offshore Miyako
City","25 April, 2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,demersal,s,f,2011,25
195,Miyagi,"28 April, 2011",Miyagi,"Offshore
Miyagi","27 April, 2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Tohoku University,ND,ND,demersal,s,f,2011,27
322,Fukushima,"19 May, 2011",Fukushima,Iwaki City,"16 May, 2011",___,"Pacific cod
(Gadus macrocephalus)",,146,Not detectable,,Japan Chemical Analysis  Center,146,ND,demersal,s,f,2011,16
345,National Federation of Medium Trawlers,"20 May, 2011",Iwate,"Offshore Miyako
City","16 May, 2011",___,"Pacific cod
(Gadus macrocephalus)",,2.4,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",2.4,ND,demersal,s,f,2011,16
384,Fukushima,"26 May, 2011",Fukushima,Soma City,"19 May, 2011",___,"Pacific cod
(Gadus macrocephalus)",78,,Not detectable,,Japan Chemical Analysis  Center,78,ND,demersal,s,f,2011,19
394,Fukushima,"26 May, 2011",Fukushima,Iwaki City,"23 May, 2011",___,"Pacific cod
(Gadus macrocephalus)",178,,Not detectable,,Japan Chemical Analysis  Center,178,ND,demersal,s,f,2011,23
542,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",___,"Pacific cod
(Gadus macrocephalus)",,128,Not detectable,,Japan Chemical Analysis  Center,128,ND,demersal,s,f,2011,6 
617,National Federation of Medium Trawlers,"15 June, 2011",Iwate,"Offshore Miyako
City","2 June, 2011",___,"Pacific cod
(Gadus macrocephalus)",,9.3,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",9.3,ND,demersal,s,f,2011,2 
752,National Federation of Medium Trawlers,"23 June, 2011",Iwate,"Offshore
Miyako City","16 June, 2011",___,"Pacific cod
(Gadus macrocephalus)",,6.3,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",6.3,ND,demersal,s,f,2011,16
790,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",___,"Pacific cod
(Gadus macrocephalus)",,240,Not detectable,,"Fukushima Agricultural Technology
Centre",240,ND,demersal,s,f,2011,27
817,Fukushima,"29 June, 2011",Fukushima,Soma City,"27 June, 2011",___,"Pacific cod
(Gadus macrocephalus)",,33,Not detectable,,"Fukushima Agricultural Technology
Centre",33,ND,demersal,s,f,2011,27
1048,Miyagi,"13 July, 2011",Miyagi,"Offshore
Shizugawa","9 July, 2011",___,"Pacific cod
(Gadus macrocephalus)",,12,Not detectable,,Tohoku University,12,ND,demersal,s,f,2011,9 
1297,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"31 July, 2011",___,"Pacific cod
(Gadus macrocephalus)",,194,Not detectable,,"Fukushima Agricultural Technology
Centre",194,ND,demersal,s,f,2011,31
1513,National Offshore Tuna Fisheries Association of Japan,8/18/11,Iwate,Offshore Miyako City,8/17/11,___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,demersal,s,f,0772,40
1547,Fukushima,"24 August, 2011",Fukushima,Iwaki City,"21 August, 2011",___,"Pacific cod
(Gadus macrocephalus)",,187,Not detectable,,"Fukushima Agricultural Technology
Centre",187,ND,demersal,s,f,2011,21
1611,Hokkaido,"24 August, 2011",Hokkaido,Offshore Noboribetsu City,"21 August, 2011",___,"Pacific cod
(Gadus macrocephalus)",,43,Not detectable,,Hokkaido Institute of Public Health,43,ND,demersal,s,f,2011,21
1745,National Federation of Medium Trawlers,"5 September,2011",Iwate,"Offshore
Miyako City","28 August, 2011",___,"Pacific cod
(Gadus macrocephalus)",,11.1,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",11.1,ND,demersal,s,f,2011,28
1903,Ibaraki,"13 September,2011",Ibaraki,"Offshore
Kita-ibaraki City","10 September,2011",___,"Pacific cod
(Gadus macrocephalus)",,77,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",77,ND,demersal,s,f,2011,10
2026,Hokkaido,"15 September,2011",Hokkaido,"Offshore
Urakawa Town","9 September,2011",___,"Pacific cod
(Gadus macrocephalus)",,10.1,Not detectable,,Japan Chemical Analysis  Center,10.1,ND,demersal,s,f,2011,9 
2169,Miyagi,"21 September,2011",Miyagi,Offshore Miyagi,"14 September,2011",___,"Pacific cod
(Gadus macrocephalus)",,16.1,Not detectable,,Japan Chemical Analysis  Center,16.1,ND,demersal,s,f,2011,14
2379,Iwate,"30 September,2011",Iwate,"Offshore
Hirono Town","26 September,2011",___,"Pacific cod
(Gadus macrocephalus)",,82,Not detectable,,Japan Chemical Analysis  Center,82,ND,demersal,s,f,2011,26
2393,Hokkaido,"30 September,2011",Hokkaido,"Offshore
Urakawa Town","25 September,2011",___,"Pacific cod
(Gadus macrocephalus)",5.3,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",5.3,ND,demersal,s,f,2011,25
2466,Fukushima,"5 October,2011",Fukushima,Iwaki City,"2 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,142,Not detectable,,"Fukushima Agricultural Technology
Centre",142,ND,demersal,s,f,2011,2 
2529,Yamagata,"5 October,2011",Yamagata,"Offshore
Tsuruoka City","29 September,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,demersal,s,f,2011,29
2534,Miyagi,"6 October,2011",Miyagi,Offshore Kinkazan,"27 September,2011",___,"Pacific cod
(Gadus macrocephalus)",,2.3,Not detectable,,Japan Chemical Analysis Center,2.3,ND,demersal,s,f,2011,27
2563,Aomori,"7 October,2011",Aomori,"Offshore
Rokkasho Village","2 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,62,Not detectable,,Japan Chemical Analysis Center,62,ND,demersal,s,f,2011,2 
2621,Iwate,"11 October,2011",Iwaete,"Offshore
Miyako City","5 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,40,Not detectable,,Japan Chemical Analysis Center,40,ND,demersal,s,f,2011,5 
2752,Hokkaido,"13 October,2011",Hokkaido,"Offshore
Kushiro City","2 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,1.8,Not detectable,,Japan Chemical Analysis Center,1.8,ND,demersal,s,f,2011,2 
2774,Iwate,"14 October,2011",Iwate,"Offshore nouthern
Sanriku Region","9 October,2011",___,"Pacific cod
(Gadus macrocephalus)",7.6,,Not detectable,,Japan Chemical Analysis Center,7.6,ND,demersal,s,f,2011,9 
3031,Hokkaido,"21 October,2011",Hokkaido,"Offshore
Urakawa Town","12 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,6.6,Not detectable,,"Japan Frozen Foods Inspection
Corporation",6.6,ND,demersal,s,f,2011,12
3207,Hokkaido,"26 October,2011",Hokkaido,"Offshore
Kushiro City","19 October,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,demersal,s,f,2011,19
3211,Hokkaido,"26 October,2011",Hokkaido,"Offshore
Urakawa Town","20 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,8.3,Not detectable,,Japan Chemical Analysis Center,8.3,ND,demersal,s,f,2011,20
3215,Hokkaido,"26 October,2011",Hokkaido,"Offshore
Muroran City","19 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,21.7,Not detectable,,Japan Chemical Analysis Center,21.7,ND,demersal,s,f,2011,19
3240,Miyagi,"27 October,2011",Miyagi,"Offshore
Miyagi","17 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,20.7,Not detectable,,Private inspection facility,20.7,ND,demersal,s,f,2011,17
3257,Iwate,"28 October,2011",Iwate,"Offshore
Kamaishi City","18 October,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,ND,ND,demersal,s,f,2011,18
3270,Iwate,"28 October,2011",Iwate,"Offshore
Kuji City","23 October,2011",___,"Pacific cod
(Gadus macrocephalus)",19.5,,Not detectable,,Japan Chemical Analysis Center,19.5,ND,demersal,s,f,2011,23
3271,Iwate,"28 October,2011",Iwate,"Offshore
Kamaishi City","25 October,2011",___,"Pacific cod
(Gadus macrocephalus)",22,,Not detectable,,Private inspection facility,22,ND,demersal,s,f,2011,25
3316,Ibaraki,"31 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","28 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,75,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",75,ND,demersal,s,f,2011,28
3457,Ibaraki,"2 November ,2011",Ibaraki,"Offshore
Kita-ibaraki City","30 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,47,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",47,ND,demersal,s,f,2011,30
3471,Hokkaido,"2 November ,2011",Hokkaido,"Offshore
Muroran City","27 October,2011",___,"Pacific cod
(Gadus macrocephalus)",6.6,,Not detectable,,Japan Chemical Analysis Center,6.6,ND,demersal,s,f,2011,27
3516,Iwate,"4 November ,2011",Iwate,"Offshore
Kuji City","30 October,2011",___,"Pacific cod
(Gadus macrocephalus)",,89,Not detectable,,Japan Chemical Analysis Center,89,ND,demersal,s,f,2011,30
3639,Fukushima,"9 November ,2011",Fukushima,Minami-soma City,"5 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,11,Not detectable,,"Fukushima Agricultural Technology
Centre",11,ND,demersal,s,f,2011,5 
3671,Hokkaido,"9 November ,2011",Hokkaido,"Offshore
Kushiro City","1 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,demersal,s,f,2011,1 
3691,Ibaraki,"9 November ,2011",Ibaraki,"Offshore
Takahagi City","6 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,101,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",101,ND,demersal,s,f,2011,6 
